,glcm_mean,glcm_variance,glcm_autoCorrelation,glcm_cProminence,glcm_cShade,glcm_cTendency,glcm_contrast,glcm_correlation,glcm_differenceEntropy,glcm_dissimilarity,glcm_energy,glcm_entropy,glcm_homogeneity1,glcm_homogeneity2,glcm_IDMN,glcm_IDN,glcm_inverseVariance,glcm_maxProb,glcm_sumAverage,glcm_sumEntropy,glcm_sumVariance
image 87,-0.662145422,0.23986404,-0.609551354,-0.137121605,0.278771298,0.261725391,-0.609727063,0.669239316,-0.437018892,-0.634358888,-0.33884065,0.145324513,0.446819623,0.478624298,0.648936321,0.647948185,0.34461884,-0.419531648,-0.393837064,0.635245531,-0.524108145
image 88,-0.923620195,-0.637984615,-0.984692159,-0.432192149,0.36409056,-0.63098046,-0.195141278,-0.143160861,0.245324467,-0.030256609,-0.335248653,0.208426341,-0.215388184,-0.186747725,0.179632594,-0.019993511,0.729902249,-0.373619503,-0.649915362,0.22924751,-0.88541568
image 89,1.500316874,0.386231507,1.976409887,1.209904057,-1.322755926,0.390046051,-0.106490801,0.417858424,-0.060471499,-0.136346159,-0.272857468,-0.176648287,-0.098930198,-0.014090046,0.155598746,0.163299874,1.35108359,-0.381024688,1.627416921,-0.097414434,2.101928343
image 90,0.723714824,-0.011885027,0.796571149,0.062874243,-0.280691954,0.011387101,-0.648996377,0.665311352,-0.546335368,-0.514079016,-0.405089138,0.31653954,0.036225362,0.112018655,0.688333731,0.500453228,1.429783241,-0.555787046,0.936435899,0.730005171,0.860181794
image 91,-0.476586223,1.785591373,-0.341953366,0.827419508,0.997203669,1.74838454,1.037080716,0.280900093,-0.08052669,-0.079247007,-0.000843275,-0.598580944,0.645006991,0.645998833,-0.803893487,0.229976281,-0.748655679,0.32542993,-1.085678853,-0.957238897,-0.869984163
image 92,0.307266808,0.286672814,0.323814977,-0.031344829,-0.100710495,0.251333402,0.985441568,-0.221291447,1.327327658,1.443171823,-0.471455436,1.282200782,-1.372034716,-1.409561643,-1.007376036,-1.441889628,0.159408949,-0.697966592,0.545625985,0.877221789,0.397628397
image 93,-2.600325782,-1.100340397,-1.770950318,-0.510687096,0.395512637,-1.074827285,-0.711173317,-0.17176933,-1.91449054,-1.33792135,3.457266152,-2.934378858,1.874438806,1.813255719,0.759573015,1.424496809,-2.342637573,3.311653881,-2.29201608,-2.774574986,-1.621867067
image 94,0.894596279,-0.637375238,0.899217263,-0.369982471,0.072236717,-0.619019748,-0.511701037,0.307629862,-0.216989042,-0.42657203,-0.26555378,-0.040647631,0.134866159,0.181026878,0.545389453,0.426847923,0.799561614,-0.212186478,1.11799326,0.211174305,1.026224731
image 95,-1.215724871,0.005843191,-1.047937594,-0.197263776,0.599522338,0.026499519,-0.576053626,0.617382312,-0.311589173,-0.562055819,-0.26432998,-0.006236922,0.379200968,0.401087718,0.590630593,0.537766964,0.253416001,-0.053715526,-0.938788898,0.351593807,-0.949964851
image 96,0.297445025,0.172956931,0.307427435,-0.155581815,-0.04579618,0.181241026,-0.2310727,0.432405411,0.266060833,-0.051879957,-0.417547913,0.644552287,-0.164175863,-0.152846231,0.255234866,0.048639803,0.457659843,-0.508393865,0.541687974,0.776930261,0.385679682
image 97,0.864779366,0.327557332,1.03447159,0.095452812,-0.317686009,0.31497826,0.35070219,0.152843583,0.803519825,0.539383459,-0.41183936,0.840129035,-0.563049767,-0.563654875,-0.339384695,-0.523277705,0.309046242,-0.398797131,1.101574122,0.759692442,1.136904806
image 98,-0.394144765,-0.270731573,-0.483257447,-0.31094389,0.134631618,-0.256995096,-0.38299586,0.38838377,0.05754476,-0.188039475,-0.403206315,0.484975219,-0.137824575,-0.097283299,0.407898657,0.177048578,0.908859105,-0.506912828,-0.131367567,0.68652477,-0.406555765
image 99,-0.899252504,0.136198872,-0.820826313,-0.093477534,0.617008628,0.13261804,0.099820359,0.216005946,0.627677097,0.444443447,-0.431945825,0.74002148,-0.714403725,-0.69856264,-0.091263002,-0.460330327,0.862272266,-0.613547487,-0.626050586,0.623960314,-0.729984334
image 100,-0.455140897,0.911478256,-0.330294289,0.19348247,0.600244028,0.867433526,1.228027756,-0.014974206,1.434397749,1.55331575,-0.436348819,1.063943353,-1.288137369,-1.302734139,-1.259185011,-1.522036151,0.145919535,-0.564673268,-0.210988551,0.716739319,-0.249275536
image 101,2.051545248,1.023246389,1.364073055,1.266270905,-1.678426095,0.861624594,4.506917321,-1.215050881,-0.759162565,0.568777697,2.734699824,-1.956394066,1.169831677,1.145442581,-4.087086451,-0.211357291,-2.072427178,3.069791369,-1.977907291,-2.652292913,-1.160228266
image 102,1.394716222,0.347768447,1.813550738,0.306713112,-0.604457097,0.372180914,-0.680902695,0.718031921,-0.668030632,-0.82559037,0.069560808,-0.422820371,0.794552947,0.798589774,0.723660614,0.855556191,-0.349478146,0.523888879,1.528256517,-0.004280319,1.92173084
image 103,-1.333608246,-0.287020952,-1.173334228,-0.220301237,0.670504881,-0.263547039,-0.654543168,0.625055769,-0.597967973,-0.788763106,0.190474331,-0.662573224,0.774368981,0.770570246,0.695568182,0.818373541,-0.451229117,0.540180285,-1.057122895,-0.354536831,-1.052847909
image 104,1.419576313,-1.054106093,1.580824251,-0.513319056,0.222376027,-1.025815984,-0.788630134,0.430748849,-1.374530426,-1.192824993,0.460856406,-1.462466229,1.444716068,1.42372358,0.840128922,1.258970983,-1.324118086,0.481491966,1.644099474,-1.021797999,1.882202245
image 105,0.109754477,0.607921985,0.180353885,0.023541877,-0.07503042,0.60798152,-0.001838079,0.417815574,0.534117267,0.318419873,-0.441710072,0.854568774,-0.606590127,-0.592573589,0.014694974,-0.334605035,0.81097755,-0.59281297,0.355030565,0.85134517,0.254762224
image 106,-0.080704627,0.69751464,-0.006151689,0.388885206,0.29566205,0.684424759,0.364839143,0.274346477,0.70000404,0.472486226,-0.29625646,0.392458737,-0.260880911,-0.262456154,-0.373226351,-0.438243562,-0.203538765,-0.07593108,-0.037436326,0.371346047,-0.10075388
image 107,0.215135403,0.610160656,0.304140626,0.197752395,-0.134117707,0.630497336,-0.567316204,0.68018387,-0.266683794,-0.416098221,-0.433180228,0.592712497,0.022210348,0.077225688,0.600998558,0.404132017,1.081991422,-0.640206152,0.382962467,0.933894056,0.294910372
image 108,0.189800914,1.045455276,0.332723421,0.348406706,0.131776865,0.994072749,1.432620883,-0.042622777,1.227502389,1.189097486,-0.425719147,0.988676477,-0.842773141,-0.828383374,-1.335113733,-1.087626711,0.318146925,-0.486178311,0.147951451,0.651752915,0.154818836
image 109,-0.686513113,-0.496002683,-0.805427687,-0.438077415,0.338702234,-0.560052835,1.786339231,-2.240062129,1.720222547,2.174986999,-0.435974893,1.048360444,-1.703724417,-1.756473921,-1.828870339,-2.133094919,-0.332269929,-0.486178311,-0.419122106,0.373536877,-0.700427683
image 110,-0.353143763,-0.378188748,-0.467577054,-0.366476642,0.250546702,-0.366123307,-0.336363549,0.287992182,0.210922437,0.026842543,-0.414420791,0.538124341,-0.469395427,-0.44324598,0.353818194,-0.06113521,1.051225362,-0.498026606,-0.091212769,0.610842446,-0.386921009
image 111,-2.1193729,-1.025063907,-1.658862862,-0.552614732,0.35195579,-1.007346813,-0.493784413,-0.68922198,-0.230681251,-0.459344917,0.108659973,-0.872096055,0.225822914,0.274758166,0.328629605,0.207979842,0.710315283,0.498711251,-1.823528659,-0.827999913,-1.530274257
image 112,-1.089755554,-0.313618123,-1.029717208,-0.272328253,0.50609975,-0.291946347,-0.604278446,0.572924725,-0.347514179,-0.565772332,-0.297367399,0.048478312,0.331338164,0.357977189,0.640813668,0.570218579,0.399498294,-0.129248409,-0.814042184,0.449442093,-0.94051812
image 113,-0.024630373,-0.286840458,-0.129203925,-0.346109172,0.162661808,-0.271686875,-0.422510607,0.4165692,0.062611525,-0.164726803,-0.409766863,0.478524927,-0.220979791,-0.189998356,0.446388743,0.142919904,0.912980608,-0.549862899,0.230520562,0.687257883,-0.05096963
image 114,0.362835691,0.54876783,0.460601234,0.230976197,-0.276387544,0.569041787,-0.565549084,0.674468067,-0.223961789,-0.441775947,-0.392640731,0.438270913,0.128747911,0.156179391,0.598855667,0.43458984,0.611238086,-0.456557572,0.607149334,0.889831394,0.534490217
image 115,-1.424333136,-1.119583095,-1.384029605,-0.56998588,0.288665634,-1.090914648,-0.79916188,0.293541413,-1.735400331,-1.316898721,0.936817368,-1.914162186,1.708566386,1.672250395,0.805776251,1.325314231,-1.806773157,0.796685176,-1.14461264,-1.494791985,-1.226601893
image 116,1.020689596,-0.791089806,1.039611492,-0.510026778,0.212274273,-0.780814276,-0.286326754,-0.298085574,-0.299371945,-0.515451739,-0.115684913,-0.322319111,0.745942858,0.737554249,0.318124612,0.573536993,-0.785807762,0.159615934,1.254266583,-0.042171131,1.211148859
image 117,0.464744935,-0.38367434,0.397928905,-0.260320086,-0.047542199,-0.369044272,-0.407882788,0.356109419,0.116458616,-0.124858756,-0.373891661,0.328375583,-0.254353899,-0.238263404,0.430141231,0.100015136,0.752197069,-0.458038609,0.706955313,0.519048838,0.494692956
image 118,0.007361835,-0.113151136,-0.0942773,-0.293247686,0.105010338,-0.180227516,1.870620997,-1.264263592,1.679902603,2.130050979,-0.476374905,1.389039955,-1.705448187,-1.760078343,-1.855142391,-2.075931115,-0.238088646,-0.733511479,0.261852495,0.763848509,-0.004326025
image 119,0.24481399,-0.298893652,0.163873949,-0.319828013,0.063674857,-0.270547018,-0.790427379,0.746251344,-1.261712756,-1.126620129,-0.258539347,-0.316379805,1.246360221,1.254293618,0.841830919,1.181596968,-0.724042464,-0.323502703,0.4903338,0.430612781,0.260157841
image 120,-0.360328826,-0.305320665,-0.467789062,-0.369150776,0.224836765,-0.313344818,0.223862305,-0.183807179,0.826909659,0.682638138,-0.434397902,0.852513702,-0.916169705,-0.929764163,-0.228747883,-0.709203978,0.560666162,-0.498026606,-0.098249542,0.637188991,-0.384301312
image 121,-0.307726254,-0.513921578,-0.455891989,-0.429358147,0.162159817,-0.511312111,-0.072621018,-0.1228712,0.569382642,0.495461033,-0.440763594,0.721999511,-0.933819442,-0.948516917,0.016295068,-0.615926341,0.799190357,-0.638725115,-0.049530108,0.528789897,-0.371969329
image 122,-0.072508821,0.478504037,-0.025010836,0.021695015,0.014188151,0.50503966,-0.740150273,0.755486241,-0.900216392,-0.85228169,-0.35310638,0.100246474,0.64034479,0.7051073,0.787172353,0.873584931,0.654410648,-0.37065743,0.155224935,0.802146964,0.024178502
image 123,0.308233606,-0.628355314,0.127915392,-0.501101963,0.221945149,-0.713223378,2.366936042,-3.714922427,1.888139151,2.49122846,-0.46220248,1.142262446,-1.79239757,-1.838507909,-2.378658987,-2.396725278,-0.390648042,-0.678713112,0.556514692,0.316770365,0.255579581
image 124,-0.516049139,-0.27544733,-0.595687392,-0.287613027,0.361946032,-0.272989979,-0.068448653,0.106923116,0.437494694,0.140365119,-0.408465545,0.62118999,-0.3224966,-0.300190321,0.083550633,-0.141349427,0.617034649,-0.518761123,-0.253596537,0.613280219,-0.515287301
image 125,0.645580009,-0.601346299,0.580078055,-0.429740474,0.135433674,-0.583285135,-0.503503568,0.325636517,-0.109757479,-0.192431718,-0.392662172,0.275532225,-0.328786589,-0.293046392,0.531459192,0.158407919,1.208527839,-0.498026606,0.884058203,0.431297689,0.686652054
image 126,0.082420476,-0.076186133,-0.005462321,-0.251782868,0.028356386,-0.13686292,1.692141964,-1.066650295,1.663195933,2.103697524,-0.475940661,1.40162025,-1.708768827,-1.769747439,-1.728721693,-2.069770834,-0.317469644,-0.721663183,0.33536203,0.782678968,0.083070965
image 127,0.804442414,-0.901376437,0.714808517,-0.543690475,0.258460992,-0.915375399,0.390658717,-2.373037727,0.887956586,0.765077151,-0.395713897,0.375805268,-0.940160459,-0.949757678,-0.381510397,-0.776070117,0.575720168,-0.515799049,1.042482441,-0.055209228,0.879350964
image 128,1.120321518,-0.851395882,1.170758601,-0.289123818,0.019949066,-0.836218776,-0.423001474,-0.170662066,-0.570439077,-0.707337687,0.301060951,-1.002087615,0.885813537,0.89206098,0.471115674,0.766578932,-0.621328504,0.646814944,1.351842241,-0.752620379,1.422761742
image 129,-0.960995707,-0.2453543,-0.948537256,-0.340282004,0.473718977,-0.273717856,0.791058462,-0.611676581,1.25343123,1.210045104,-0.370434202,0.697430004,-1.12597777,-1.166638201,-0.812967586,-1.208505314,-0.036059499,-0.188489887,-0.686519495,0.42491161,-0.847688552
image 130,0.90085849,0.271417731,1.074635498,0.017822651,-0.31735993,0.265028009,0.178113554,0.225828711,0.68922287,0.382614187,-0.335115529,0.617726805,-0.451080594,-0.452180748,-0.164012468,-0.374590212,0.281968612,-0.081855227,1.131227559,0.600281385,1.186523298
image 131,-0.73751168,-0.637253578,-0.840578629,-0.476949162,0.286905764,-0.617405465,-0.55332651,0.366869391,-0.233469474,-0.35697188,-0.372622386,0.167248115,-0.087289849,-0.036662169,0.56352367,0.297254739,1.157697056,-0.477292089,-0.470445361,0.39232521,-0.754905755
image 132,0.413219023,-0.389786295,0.340348873,-0.449095841,0.229634188,-0.362097455,-0.772056591,0.719640382,-1.205445855,-1.093517163,-0.14097192,-0.557716495,1.204620139,1.218252214,0.822186139,1.147031614,-0.630686882,0.081058835,0.659333357,0.127484763,0.470389254
image 133,-1.218823018,-0.399433975,-1.127596559,-0.294665348,0.66041677,-0.376171864,-0.648603684,0.592668754,-0.855569967,-0.930328461,0.416379251,-1.032313623,1.089364729,1.07953937,0.678349673,0.961607847,-0.900060034,0.84675493,-0.941866141,-0.677787835,-0.989894482
image 134,-0.675526778,-0.562560757,-0.775741082,-0.421768261,0.295991787,-0.539531038,-0.642075161,0.529213196,-0.501766615,-0.524552825,-0.373683374,0.119309361,0.082992897,0.156000344,0.681015032,0.514097307,1.324876443,-0.533571492,-0.411203046,0.461965771,-0.695304779
image 135,0.002022476,-0.423284987,-0.137133027,-0.381026578,0.129882532,-0.431295582,0.223518698,-0.328639613,0.81471987,0.735007183,-0.447440067,0.865685114,-1.02457621,-1.037029952,-0.227032581,-0.769975531,0.694586197,-0.662421706,0.256623334,0.58674453,-0.048622291
image 136,-0.061676295,-0.17693432,-0.156808747,-0.349726646,0.203204471,-0.190191047,0.369747807,-0.179944282,0.915991641,0.798187902,-0.428877842,0.83487381,-0.944283506,-0.951293591,-0.382141414,-0.813894085,0.541697649,-0.549862899,0.194239217,0.574503913,-0.063999846
image 137,0.225418612,-0.625075872,0.068927901,-0.445003835,0.175857847,-0.622028717,-0.084794505,-0.276579752,0.488880799,0.350854895,-0.420229247,0.56453804,-0.75677007,-0.750869806,0.09515211,-0.387098983,0.930853634,-0.607623339,0.471148086,0.389482149,0.168238654
image 138,-0.015401851,-0.316592425,-0.122183037,-0.31255322,0.118964769,-0.29299675,-0.657930146,0.621891078,-0.647275169,-0.805994211,-0.289038537,-0.037321891,0.78154459,0.796008555,0.699533303,0.837459492,-0.237573401,-0.215148552,0.238138354,0.549507357,-0.036835198
image 139,1.416161548,-0.854127751,1.325044416,-0.45486594,0.128046535,-0.842393511,-0.326988,-0.39063674,0.114338236,-0.118777189,-0.266758024,-0.217564769,-0.211915357,-0.166659031,0.312851852,0.060441201,1.008492504,-0.352884986,1.636046114,-0.291949424,1.807791094
image 140,-0.66164005,-0.573409335,-0.792741396,-0.432484578,0.370933491,-0.617438491,1.228027756,-1.878087602,1.139300743,1.021516541,-0.319941963,0.55467788,-0.661514422,-0.646847023,-1.157743644,-0.927204674,0.172374779,-0.255136549,-0.393342122,0.224021568,-0.682159075
image 141,0.589044329,0.112810309,0.639890326,-0.094669638,0.006443421,0.110426639,0.066441441,0.22667039,0.608841621,0.28024115,-0.400588834,0.671063482,-0.317722523,-0.317561602,-0.061552329,-0.274920148,0.154380383,-0.472848978,0.770458427,0.634704359,0.681117793
image 142,0.888202232,-0.234544667,0.962860726,-0.161349828,-0.14856128,-0.231557933,-0.083223732,0.148589034,0.513646063,0.349503436,-0.426438253,0.678614864,-0.729986039,-0.723802728,0.089834384,-0.38436888,0.879741625,-0.595775044,1.115991976,0.579672193,1.065181238
image 143,-0.807912115,0.102745934,-0.764811039,-0.145144371,0.495683843,0.086374291,0.456532992,-0.026686986,1.012728335,0.849543353,-0.436214988,0.951998412,-0.907947001,-0.925130105,-0.467412674,-0.856999367,0.295944127,-0.549862899,-0.540856134,0.706438773,-0.681496051
image 144,-1.769180523,-0.502738359,-1.758620133,-0.516063505,0.080681415,-0.47243082,-0.845052329,0.788750162,-2.135024207,-1.424330239,2.170516227,-2.654595247,1.907683235,1.851087229,0.121440983,0.904153515,-2.25838916,2.413192936,-2.338031047,-2.751849258,-1.642713763
image 145,0.503746424,-0.289737855,0.210632745,-0.279924554,-0.107570548,-0.342762699,1.478811414,-1.298560357,1.559253746,1.95165836,-0.463530187,1.168576596,-1.688433943,-1.746802636,-1.664254291,-2.037650648,-0.146022714,-0.699447629,0.739664473,0.534613922,0.52402935
image 146,-2.136775254,-0.935969012,-1.643278215,-0.387774164,0.517964271,-0.910400731,-0.712759926,0.369045638,-1.06162155,-1.043513172,1.328796911,-1.863760499,1.241280705,1.227833425,0.748448642,1.083624266,-1.068989509,1.889404932,-1.840851603,-1.674229443,-1.498553701
image 147,-0.062003208,-0.553019674,-0.213476935,-0.315441621,0.582360935,-0.523225061,-0.830733455,0.768460908,-1.8826163,-1.376019868,1.078112852,-1.693126419,1.830541836,1.769559279,0.885662382,1.462862447,-2.23074529,1.517863892,0.00497753,-1.333934535,-0.186565662
image 148,0.321636935,3.947949053,1.074426225,3.061123557,-1.38133928,3.971325745,-0.653070569,0.785647057,-0.839650815,-0.9049886,0.52679976,-1.081782341,1.084102746,1.063586215,0.694406972,0.953721606,-1.058408582,1.135557133,-1.278124922,-0.912078951,-0.566436059
image 149,-0.102303761,-0.591970503,-0.276731469,-0.434873813,0.143338843,-0.600757324,0.245214994,-0.656599382,0.865124167,0.759333449,-0.424276222,0.678509428,-1.004443527,-1.035622546,-0.251371193,-0.793330172,0.413583847,-0.529128382,0.154450244,0.40926783,-0.17858384
image 150,0.335655498,-0.482504015,0.225086226,-0.398016851,0.145287585,-0.471497102,-0.30681339,0.181082343,0.244622131,0.125499067,-0.419351334,0.541030941,-0.626394207,-0.607544164,0.321831255,-0.169303177,1.124956826,-0.595775044,0.57768957,0.559420488,0.311777097
image 151,-0.291202806,-0.460936478,-0.422253827,-0.303106244,-0.045925645,-0.438391872,-0.628576334,0.552551674,-0.644878845,-0.803967022,-0.154977292,-0.344785602,0.806535059,0.817961297,0.671807316,0.840247808,-0.310981136,-0.044829304,-0.030550187,0.126063738,-0.31119688
image 152,-0.850319368,-0.71283504,-0.955885046,-0.48417323,0.280064213,-0.730792844,0.50100549,-1.410707955,0.937730775,0.844813246,-0.420326321,0.637917324,-0.988044002,-0.994504764,-0.579781167,-0.921547232,0.616162771,-0.576521564,-0.582323603,0.233886116,-0.856755975
image 153,-0.43253102,0.060279805,-0.453000472,-0.217417829,0.049840771,0.074655273,-0.400912485,0.510553272,0.036477784,-0.143779185,-0.424555901,0.562869242,-0.274066788,-0.228990024,0.425223117,0.12236186,1.148969493,-0.622433708,-0.183164245,0.740749678,-0.389651456
image 154,-0.443363546,-0.167726858,-0.506302043,-0.289236473,0.289427164,-0.151861655,-0.442390698,0.47747705,-0.07975644,-0.288047459,-0.404048178,0.457559585,-0.049476618,0.00162541,0.471393313,0.280553966,1.003238678,-0.529128382,-0.186671872,0.70488095,-0.436885024
image 155,-1.277973445,0.251700498,-1.046881657,0.738312756,1.33796417,0.248224065,0.09687516,0.264609939,0.674768686,0.393087996,-0.382719797,0.342307965,-0.55270737,-0.558453094,-0.088536425,-0.400912106,0.384837151,-0.524685271,-1.217096514,0.058093025,-1.148342424
image 156,1.630412289,0.230181005,2.159129473,0.836458159,-1.044946268,0.2503651,-0.562949858,0.640972967,-0.26862277,-0.549595527,0.035363432,-0.40698687,0.412172185,0.412391631,0.597100447,0.560153324,-0.067971197,0.549155726,1.712595817,-0.268028801,2.265783195
image 157,0.888993248,0.536127921,1.116778604,0.771275732,-1.045024676,0.547168154,-0.308040556,0.549193401,0.243289297,-0.006606073,-0.29891376,0.169968232,-0.329062198,-0.309682816,0.324266097,-0.016523125,0.759007165,-0.246250327,1.122447731,0.330187094,1.258380023
image 158,-0.160399501,-0.253368044,-0.265332272,-0.296716817,0.244463937,-0.253709596,0.009599109,0.055156748,0.651649278,0.519449435,-0.447226597,0.858250227,-0.878399157,-0.894477733,-0.010655614,-0.561557775,0.663929212,-0.626876819,0.089031923,0.690762013,-0.193705293
image 159,0.923446395,-0.585944467,0.948965305,-0.417146489,0.157314108,-0.566105693,-0.553081077,0.40222985,-0.203524603,-0.374202985,-0.353781426,0.14920756,-0.021601068,0.015179427,0.58554719,0.358652253,0.903564198,-0.293643509,1.137726353,0.380722062,1.052040544
image 160,0.195777481,-0.576189856,0.044516878,-0.451239204,0.221716985,-0.575528245,-0.018282104,-0.281541871,0.642231088,0.473499821,-0.411845486,0.58028067,-0.805537414,-0.827139367,0.019202311,-0.513839576,0.525312986,-0.498026606,0.446379505,0.457287447,0.142963634
image 161,1.078749227,-0.179808283,1.233507527,-0.161338462,-0.146966872,-0.186460819,0.185574723,-0.033846631,0.326698871,0.026504678,-0.287545425,0.233999406,0.26706657,0.256946025,-0.154494623,0.035935461,-0.624476723,-0.215148552,1.163420259,0.369353363,1.227767729
image 162,1.266659501,-0.240811123,1.233771511,-0.195823534,-0.230417315,-0.213576209,-0.759441323,0.724093586,-1.028073583,-1.012091744,-0.166951401,-0.431369519,1.036924729,1.05316591,0.800162581,1.035751731,-0.401940587,0.002563878,1.421241612,0.103790612,1.590492665
image 163,0.557096067,0.11088158,0.607559775,0.092213798,-0.408764427,0.128215364,-0.483427131,0.574549807,-0.061196062,-0.345484476,-0.355230477,0.292041191,0.082975305,0.101313397,0.511963047,0.339868655,0.460791226,-0.268465881,0.800240978,0.555933416,0.712340132
image 164,-0.249213033,-0.750847401,-0.444193245,-0.516625971,0.268405265,-0.741576722,-0.258315787,-0.255057213,0.346974385,0.203883703,-0.394255421,0.362998275,-0.667211062,-0.664298131,0.226342792,-0.307846344,0.907935491,-0.456557572,0.009195747,0.2621439,-0.3443928
image 165,1.140602293,-0.491941959,0.976765721,-0.289131065,-0.097246398,-0.546085912,1.510079606,-1.907161962,1.540788909,1.735762747,-0.40657094,0.736167644,-1.393123901,-1.411584509,-1.673852124,-1.779380585,0.112308647,-0.527647345,1.367551246,0.122419459,1.397242553
image 166,0.053043016,0.312736655,0.066501434,-0.083570237,-0.128421317,0.32314733,-0.290418452,0.500220359,0.24602723,0.056574646,-0.410000125,0.522194301,-0.476780837,-0.447572996,0.306800059,-0.086743153,1.065735682,-0.518761123,0.306590881,0.611079324,0.160188647
